business_id,name,address,city,state,postal_code,latitude,longitude,stars,categories
io5F4T6OsTlufMHzDTYs6Q,The Pizza Box,17 W Butler Pike,Ambler,PA,19002,40.1536512993,-75.2244379994,4.0,"Restaurants, Pizza"
j8jO9qn_KB_Lt9zcZWIheQ,Genji Sushi Bar & Izakaya,2101 Pennsylvania Ave,Philadelphia,PA,19130,39.9634523,-75.1744675,3.5,"Ramen, Restaurants, Asian Fusion, Japanese, Food, Grocery, Sushi Bars"
edWlkjQnmXa8l3RxBQavag,Courthouse Cafe,838 2nd St,Gretna,LA,70053,29.9163237,-90.066739,4.0,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Cafes, American (Traditional)"
-SCIBOTjKGJXmeMMPi-uoQ,Papi's Cafe,2203 N Lois Ave,Tampa,FL,33607,27.9607496,-82.5133408,5.0,"Spanish, Cuban, Sandwiches, Restaurants"
CaS4OzIfDfbYyGai0Wn3Zw,Intelligent Gourmet,3413 S Manhattan Ave,Tampa,FL,33629,27.9125381982,-82.5181973515,4.5,"Organic Stores, Juice Bars & Smoothies, Restaurants, Ethnic Food, Food, Specialty Food, Health Markets"
fzBtjQirjh3y9DSxgQPJrA,The Pelican Restaurant,508 Hurffville Crosskeys Rd,Sewell,NJ,08080,39.739497,-75.077052,4.0,"American (New), Steakhouses, Restaurants, Seafood, Sandwiches"
tMMk972zper40EfQo8v0sg,Haveli Indian Restaurant,9720 Page Ave,Saint Louis,MO,63132,38.6885047374,-90.3746734187,4.0,"Event Planning & Services, Caterers, Restaurants, Vegan, Vegetarian, Wine Bars, Buffets, Beer Bar, Food, Beer, Wine & Spirits, Indian, Bars, Nightlife"
9in1lAoUA2eijOVl8mUmfg,Garcia's Hot Dog,5102 E 16th St,Indianapolis,IN,46218,39.789343,-86.0826928,5.0,"Food, Street Vendors, Hot Dogs, Restaurants"
1Gm0k-SzLB-jTZxVxuvcOg,Crusoe's Original,3152 Osceola,Saint Louis,MO,63111,38.5765406,-90.2404238,4.0,"Burgers, American (Traditional), Restaurants, Food, Sandwiches"
g4mOsQLA_huTNsu7iHOzbg,Lulu Chinese Express,8450 Eager Rd,Saint Louis,MO,63144,38.627308,-90.339188,3.5,"Restaurants, Chinese"
DfIZd-uCYMBOXfFOvnAeZQ,2 in One Cafe,5045 Wissahickon Ave,Philadelphia,PA,19144,40.0195284,-75.1745343,3.0,"Restaurants, Asian Fusion"
780_nUhiJwP-SAGvh9tVxg,Vallarta's Mexican Restaurant,11345 State Rd 54,Odessa,FL,33556,28.1913149376,-82.6267579933,3.5,"Mexican, Restaurants"
Cu7rijpiMvtPHtS8mp_AZQ,Hokkaido Hibachi & Sushi,16769 Fishhawk Blvd,Lithia,FL,33547,27.8616575,-82.2006666,4.0,"Japanese, Sushi Bars, Restaurants"
tBQcVd9c0EHKAXLZn_v54g,Bibou,1009 S 8th St,Philadelphia,PA,19147,39.9365031566,-75.1566941459,4.5,"Restaurants, French, Specialty Food, Food"
zgb1ylb-Ic1sneuOrdEYSQ,Eclectic Cafe,7053 E Tanque Verde Rd,Tucson,AZ,85715,32.2521395,-110.8415847,4.0,"Cafes, American (Traditional), Tex-Mex, American (New), Restaurants"
6bT_9fRGR5RMMF_ik_wImw,Bagels Galore,7303 State Rd 52,Hudson,FL,34667,28.3317897,-82.6940801,3.5,"Bagels, Sandwiches, Restaurants, Food"
86glJ3ygYJV8HE-FClONsw,Emperor's Garden Chinese Restaurant,9910 Frankford Ave,Philadelphia,PA,19114,40.0649629383,-74.9836531509,3.5,"Chinese, Restaurants"
n6GeIePXC0G3eS8UPGvloQ,Chops Restaurant & Bar,1701 John F Kennedy Blvd,Philadelphia,PA,19103,39.954782,-75.168476,3.0,"Restaurants, Bars, Cocktail Bars, Steakhouses, Seafood, Nightlife, Venues & Event Spaces, Event Planning & Services, American (New), American (Traditional)"
vKYJHjoCymwJRJauWiLgWg,The Latin Grill- Tampa,9331 E Adamo Dr,Tampa,FL,33619,27.9490890082,-82.3470693452,4.5,"Latin American, Restaurants, Hookah Bars, Bars, Nightlife"
TZuIFHI8nuaDWR4_nA4Zlg,The Good Bar Nola,91 French Market Pl,New Orleans,LA,70116,29.9610996,-90.0583835,4.0,"Hookah Bars, Bars, Nightlife, Restaurants, Seafood"
mt2fNZpZAd-PU99aK6wf9A,Donatello Restaurant,232 N Dale Mabry Hwy,Tampa,FL,33609,27.946975,-82.5059832,4.0,"Restaurants, Italian"
fWABYDe4AZEkfeNJIu7CTg,Vito Provolone's,8031 S Meridian St,Indianapolis,IN,46217,39.6494036,-86.1583893,4.5,"Italian, Soup, Restaurants, Seafood, Pizza"
BZI1iQtX76YEwLyuL9zgKQ,Curtin's Wharf Restaurant,501 E Pearl St,Burlington,NJ,08016,40.0812520893,-74.8501478687,3.0,"Nightlife, Restaurants, Sandwiches, American (Traditional)"
s5XPPOv9_fsRvSU95K3iIw,The Borough Pub,1800 Farragut Ave,Bristol,PA,19007,40.107006,-74.8420776,4.0,"Nightlife, Sandwiches, Pubs, American (New), Chicken Wings, Food, Tapas/Small Plates, Bars, Restaurants"
WYVfBAH5GMWp2REVIAt30w,Star Sushi And Thai,10572 E 96th St,Fishers,IN,46037,39.9280015,-85.9827563,4.5,"Restaurants, Sushi Bars, Japanese, Thai"
tGVlA6AaNJWYSBZ1bQbi7Q,Ragin' Cajun Deli,5151 Canal Blvd,New Orleans,LA,70124,29.984172,-90.110131,3.5,"Gas Stations, Food, Automotive, Donuts, Delis, Convenience Stores, Restaurants"
FJ1JOD39Dtk1KTU7pjXnkA,Giovanni Pizza,466 Main St,Royersford,PA,19468,40.1862950391,-75.537529522,4.0,"Italian, Pizza, Restaurants"
Vwj0mnaY_6_lSsyOYXRz4g,David's Grill,6590 N Wingfield Pkwy,Sparks,NV,89436,39.6131711041,-119.6874983534,3.0,"Pizza, Restaurants, American (Traditional), Salad, Breakfast & Brunch"
9sOHuGGwb8uRVu7pANSWfg,South Street Philly Bagels,613 S 3rd St,Philadelphia,PA,19147,39.9408795261,-75.1475532699,4.0,"Bagels, Coffee & Tea, Restaurants, Food, Breakfast & Brunch"
3NNRlx0GS0mzrTYCx8m8FQ,Gianna Restaurant,700 Magazine St,New Orleans,LA,70130,29.9464034,-90.0687853,4.0,"Wine Bars, Nightlife, Bars, Italian, Restaurants, Beer Bar"
kTxLcpurQVROk4jmiwjCBg,Catty Shack,1839 Gentilly Blvd,New Orleans,LA,70119,29.9862484,-90.0764834,4.5,"Mexican, Tex-Mex, Tacos, Restaurants"
OIbh0ZOemmphJR4Att3E6A,Doris Metropolitan,620 Chartes St,New Orleans,LA,70116,29.9570202,-90.0641603,4.5,"Wine Bars, Steakhouses, Nightlife, American (New), Restaurants, Bars"
Y5gyxnQt44B3axgzrjttlw,Don Cruz Snowballs,4213 Williams Blvd,Kenner,LA,70065,30.0335663,-90.2385204,4.5,"Mexican, Shaved Ice, Restaurants, Food, Food Stands"
AxfB3gE1kWlRhcD5tGZY_A,Pho Truck - Tampa Bay,,Tampa,FL,33602,27.9552692,-82.4563199,4.5,"Vietnamese, Sandwiches, Food Trucks, Restaurants, Food"
SJIQFKTW6uUsOo29w9IHxw,Mambo's,411 Bourbon St,New Orleans,LA,70130,29.9566684,-90.0676513,4.0,"Cocktail Bars, Soul Food, Nightlife, Food, Desserts, Bars, Seafood, Cajun/Creole, Restaurants"
72H2mtzrg7A8KZjx7BEZjw,Uncle Charlie's Pizza,203 Lincoln Hwy,Fairless Hills,PA,19030,40.184799,-74.856471,3.0,"Pizza, Food, Restaurants, Desserts, Salad, Burgers, Sandwiches"
8wg13kvQrt5I-Z_XZ4b4hw,Seafood Hibachi Gourmet,627 Conchester Hwy,Boothwyn,PA,19061,39.85166,-75.45019,4.0,"Seafood, Restaurants, Ramen, Japanese, Asian Fusion"
22fzAJbot9r6iA394ZEKxA,Geist,311 Jefferson St,Nashville,TN,37208,36.1746332,-86.7855189,3.5,"Restaurants, Nightlife, Bars, Wine Bars, American (Traditional), Cocktail Bars, Breakfast & Brunch"
1klRUBB6LfKCotq75BVmbA,Thirsty Dice,1642 Fairmount Ave,Philadelphia,PA,19130,39.9669206348,-75.1651801826,4.0,"Themed Cafes, Eatertainment, Bars, Nightlife, Restaurants, Arts & Entertainment, Cafes, Pubs"
tkJfrKAurn7tI6gkAEijMg,FoxGardin Family Kitchen,10410 Olio Rd,Fishers,IN,46040,39.939103,-85.916933,3.5,"Restaurants, Gastropubs, American (New)"
tbaO_yPfrZ1a3P1U99nRLw,Wing King of Fletcher,1132 E Fletcher Ave,Tampa,FL,33612,28.0695456418,-82.4484621117,4.0,"American (Traditional), Fast Food, Restaurants, Chicken Wings, American (New), Seafood, Food, Sandwiches, Food Delivery Services"
H0WR6GRX9S1o-S4szplQ0Q,The Point on Penn,605 N Pennsylvania St,Indianapolis,IN,46202,39.775691,-86.155722,4.5,"Restaurants, American (New), Breakfast & Brunch, American (Traditional), Food, Coffee & Tea"
oQ5CPRt0R3AzFvcjNOqB1w,Edley's Bar-B-Que - 12 South,2706 12th Ave S,Nashville,TN,37204,36.1229732,-86.7897823,4.0,"Barbeque, Restaurants, Dive Bars, Cocktail Bars, Southern, Nightlife, Bars"
r-776l-hZC4Vngbgn8KLQA,Key's Food Store,2600 Louisiana Ave,New Orleans,LA,70115,29.937295,-90.0961002,4.0,"Local Services, Grocery, Soul Food, Restaurants, Electronics Repair, Food"
yU7ZlN5xr13C9OH7qz6cbA,Amigo Joe's,5901 Southwest Ave,Saint Louis,MO,63139,38.6081483,-90.2872357,3.5,"American (Traditional), Mexican, Restaurants"
mShRkXrlpWJMkTz0dWj5VA,Vituperio Artisan Breads & Studio,1820 West Point Pike,Lansdale,PA,19446,40.2081138,-75.2975533,5.0,"Education, Specialty Schools, Breakfast & Brunch, Bakeries, Shopping, Team Building Activities, Arts & Crafts, Cooking Schools, Event Planning & Services, Restaurants, Food, Pizza, Cooking Classes"
Xjal8g4PsYinAfeQ8RWf4Q,Wasabi2,1375 Dilworthtown Crossing,West Chester,PA,19382,39.9037528,-75.5625925,4.5,"Chinese, Restaurants, Asian Fusion, Japanese, Sushi Bars, Thai"
5H3vfZUGT3DdODS_tLz2qw,Fronte Pizza,5980 66th St N,St Petersburg,FL,33709,27.8263217,-82.7284212,4.5,"Pizza, Sandwiches, Salad, Food Delivery Services, Italian, Restaurants, Food, Chicken Wings"
IugPZVHmgdGvOmNVi07ueg,La Tonalteca - Hockessin,700 Lantana Dr,Hockessin,DE,19707,39.774658,-75.710631,3.0,"Restaurants, Tex-Mex, Vegetarian, Mexican"
kWbCmkx7Pd1kzHDT919FLA,La Eskina Indy,641 Virginia Ave,Indianapolis,IN,46203,39.7578225132,-86.1460964787,5.0,"Tacos, Bars, Mexican, Restaurants, Nightlife"
A8ZtAwFgsW1MNkWvArF7MQ,Honduras Cafe,7920 N Armenia Ave,Tampa,FL,33604,28.0205118,-82.4845577,2.5,"Cafes, Restaurants, Latin American"
BkTFtgkkOva49Dj3MIPN0Q,Lima Pizzeria,"1165 W Baltimore Pike, Ste B",Media,PA,19063,39.913341073,-75.4374153596,3.5,"Pizza, Restaurants"
LuPK46HMxRYEVTXVbBCR1g,Sama Sama Kitchen,1208 State St,Santa Barbara,CA,93101,34.4237005,-119.7046377,4.0,"Cocktail Bars, Farmers Market, Tapas Bars, Food, Desserts, Nightlife, Asian Fusion, Restaurants, Tapas/Small Plates, Bars, Indonesian"
E7ZPC6biVlvVIiI2CBlbQQ,Aubergine Cafe,550 N 7th St,St Louis,MO,63101,38.6300324,-90.1904967,5.0,"Thai, Restaurants"
8Its8xIhtUROHXd7oVuZ0w,Amerisports Bar & Grill,1 Ameristar Blvd,St Charles,MO,63301,38.767083,-90.48401,2.5,"Restaurants, American (New), Bars, Nightlife, Burgers, Sports Bars, American (Traditional)"
sGbjViru0iJfxH5cBpMeHQ,August Moon Chinese Restaurant,3635 Prytania St,New Orleans,LA,70115,29.9260216,-90.0943309,3.0,"Vietnamese, Thai, Chinese, Restaurants"
-qEk9byAfXQvKNVK1tCitw,Ruby's Kitchen,75 New Shackle Island Rd,Hendersonville,TN,37075,36.304945,-86.6358409,3.0,"Cafes, American (Traditional), Breakfast & Brunch, Restaurants"
aCDY7vXYMs54EbYuQScsnQ,39 North Taproom & Grill,110 S MacDade Blvd,Glenolden,PA,19036,39.9036968861,-75.2949812448,4.5,"American (Traditional), Sports Bars, Restaurants, Bars, Nightlife, Steakhouses, Salad, Beer Bar"
vxV01zM5ubuueyT4ppmvLA,Il Portico Ristorante,273 W Route 130,Burlington,NJ,08016,40.0715052,-74.8619523,3.5,"Seafood, Food, Restaurants, Desserts, Italian"
408J0FMClRAstxyrt9wXEQ,Caffé Paradiso,4205 S MacDill Ave,Tampa,FL,33611,27.903642,-82.494238,4.0,"Italian, Restaurants"
sH-N_RSutx2tI6Fw9rit0g,Sian City BBQ Bar,5728 - 104 Street NW,Edmonton,AB,T6H 2K2,53.4948084,-113.4982349,4.0,"Restaurants, Asian Fusion, Barbeque, Nightlife, Bars"
gyUBYwpUO_u0nqZdre4l1g,Shanghai Express,Church Rd & Hainespo,Marlton,NJ,08053,39.916113059,-74.9215189617,4.0,"Chinese, Restaurants"
eTJ9yCYsqQMmrnVkTog20g,Popeyes Lousiana Kitchen,716 Parsons Rd SW,Edmonton,AB,T6X 1N4,53.4270545,-113.4814961,3.0,"Chicken Wings, Restaurants, Fast Food"
A5Fe8z2nA_FoQ6grZq2RZQ,House of Jollof,503 Paul Ave,Florissant,MO,63031,38.8058155,-90.3529747,4.5,"Food, African, Wraps, Salad, Gluten-Free, Soup, Restaurants, Specialty Food"
j1Gkb3wSeo3klOEAhL75cQ,Not Just Pizza,1715 Sicklerville Rd,Sicklerville,NJ,08081,39.7501925,-75.0243552,2.0,"Pizza, Restaurants, Italian"
-SS3ep20HKhuOhzDkkt9aA,Tinker's Burgers,"2275 Ortega Hill Rd, Ste C",Summerland,CA,93067,34.4215736,-119.6012172,4.0,"Burgers, Restaurants"
1tMAIFA_OcXhEB5-gnh50A,The Provinces,1335 S Lindbergh,Frontenac,MO,63131,38.634445,-90.407031,3.5,"American (New), Restaurants"
AdXyxM8b14j6F4JZOQc3cA,Golden Pancake,10216 Natural Bridge Rd,St Louis,MO,63134,38.735198,-90.357241,3.5,"Breakfast & Brunch, Restaurants, Diners, Pancakes, American (Traditional)"
LZquQqjVqoWFhVUqfLxUKw,Valle Cucina,4752 Limestone Rd,Wilmington,DE,19808,39.7406173,-75.6918283,3.0,"Steakhouses, Restaurants, Pizza, Italian, Seafood"
tM7KPV5JwhsNThyxcrAeEQ,AMC Classic Palm Harbor 10,37912 Us Highway 19 N,Palm Harbor,FL,34684,28.1164830293,-82.7411479026,3.0,"Cinema, Dinner Theater, Arts & Entertainment, Restaurants"
IvAa7PvfOYl0xRML5W3ebg,Yards Brewing Company,500 Spring Garden St,Philadelphia,PA,19123,39.9609706195,-75.146908,4.0,"American (Traditional), Nightlife, Food, Bars, Restaurants, Beer, Wine & Spirits, American (New), Pubs, Local Flavor, Breweries, Event Planning & Services, Venues & Event Spaces"
qXm174C45c8H2HmxvKTUrg,Saltus Gyros,"820 E 116th St, Ste 130",Carmel,IN,46032,39.956811,-86.1431384,4.0,"Middle Eastern, Greek, Restaurants, Mediterranean, Halal"
lRkJG5xxHpvoV3mkQhbNhQ,Gigi's Cupcakes of Tampa,"3810 Neptune Ave., B-2",Tampa,FL,33629,27.92996,-82.5065759,4.0,"Food, Cafes, Bakeries, Cupcakes, Desserts, Local Flavor, Restaurants"
MJ9FaB4y2jCyn1CU7Fnj2Q,Hirosaki,9086 E US Hwy 36,Avon,IN,46123,39.7639655801,-86.3604365667,3.0,"Restaurants, Sushi Bars, Japanese"
5dKDUPQaC7aMxqzMUsKXIg,Cellar House,5634 Telegraph Rd,St Louis,MO,63129,38.466916,-90.3051806447,5.0,"Cocktail Bars, Bars, American (New), Restaurants, Tapas/Small Plates, Wine Bars, Nightlife"
wB1Tin0OW1JRpaKM-E3ZYA,National Mechanics,22 S 3rd St,Philadelphia,PA,19106,39.9495443,-75.1459872,4.0,"Pubs, Food, Breakfast & Brunch, Dance Clubs, Bars, American (New), American (Traditional), Beer, Wine & Spirits, Restaurants, Nightlife"
WZ5IxAi-hTRLrG1nRmyhVg,Red Wagon,6611 Jefferson Hwy,Harahan,LA,70123,29.9382901,-90.1956957,4.0,"Sandwiches, Restaurants, American (Traditional)"
8YNiumMAFKSZzzwKSo6dlQ,Bindy's,3705 Nameoki Rd,Granite City,IL,62040,38.7279958,-90.1258963,3.5,"American (Traditional), Restaurants"
0MVPZc22FLPoo2Zy8AU83A,Tiki Cove,2700 Land O' Lakes Blvd,Land O' Lakes,FL,34639,28.196483,-82.46447620000001,4.0,"Tiki Bars, Bars, Nightlife, Event Planning & Services, Restaurants, Venues & Event Spaces"
ZwazqfP1Eu78Imkh7goU_g,The Grille & Pub,1 Hartefeld Dr,Avondale,PA,19311,39.8032687,-75.7248903,3.5,"American (New), Restaurants"
Hb8bZ1xfIbmMfiMC-LTKOA,The Bakery House,604 W Lancaster Ave,Bryn Mawr,PA,19010,40.017955,-75.311654,3.5,"Desserts, Restaurants, Food, Bakeries"
fxhDq0pLy47JzG1uqaQx3w,Farrell's On the Island,221 E Davis Blvd,Tampa,FL,33606,27.9269061,-82.4531989,4.0,"Restaurants, Ice Cream & Frozen Yogurt, Food, American (New), Sandwiches, American (Traditional)"
h1VtfwRJ-xKTrDfy1Ql7Gg,Nook and Kranny Kafe 2,"3140 Ridge Pike, Ste 17",Eagleville,PA,19403,40.1566941839,-75.4037808737,4.0,"Restaurants, American (Traditional)"
pcs2R7WGsDntP-4P6gQq_g,Outpost 611 Eatery & Taphouse,"2454 McMullen Booth Rd, Ste 103",Clearwater,FL,33759,28.011696,-82.707577,4.5,"Beer Bar, American (Traditional), Restaurants, Bars, Nightlife"
2RtyOlU9mwyVisvgOECaDA,Uniboil,"5599 Hollister Ave, Unit C",Goleta,CA,93117,34.4354208,-119.8203772,4.0,"Food, Bubble Tea, Chinese, Restaurants, Asian Fusion, Hot Pot"
qpvv357PXpS73vnRGrNSrg,Kid Rip's,115 S Black Horse Pike,Runnemede,NJ,08078,39.8461639,-75.0722709,4.0,"Salad, Gay Bars, Desserts, Bars, Burgers, Food, Restaurants, Nightlife, Pubs"
-KJuzqptSAbZtTRgcyFduQ,Weber's Front Row,8169 Big Bend Blvd,Saint Louis,MO,63119,38.5917269,-90.3388971,3.0,"Nightlife, Sports Bars, Restaurants, Bars, American (Traditional)"
KhlHPUt6CwUeR6OgOMZaqw,Turquaz Kebab House,13310 137 Avenue,Edmonton,AB,T5L 4Z6,53.6002731,-113.5511798,4.5,"Restaurants, Kebab, Middle Eastern, Mediterranean"
yIzi6HBBNCD-uX_s7YcOFg,Merc Bros Pizzeria,8108 Roosevelt Blvd,Philadelphia,PA,19152,40.0586176,-75.0460788,3.5,"Pizza, Restaurants"
exU2fOCg0neg-1Y6d7X71Q,Burger Belly,1079 Broadway Ave,Boise,ID,83706,43.599882,-116.193852,4.0,"Restaurants, Burgers"
lS1dmSXpAtQqT04eRm9kiA,No Anchovies,870 E University Blvd,Tucson,AZ,85719,32.2314107,-110.9584407,3.5,"Restaurants, Sports Bars, Nightlife, Salad, Bars, Sandwiches, Pizza, Chicken Wings"
Q3BFkvnBJvad6IWz3aijtg,SRS Value Bazaar,580 Shoemaker Rd,King of Prussia,PA,19406,40.0788574,-75.358662,3.0,"Food, Restaurants, Indian, Ethnic Food, Specialty Food, Grocery"
G7KCj6NG-RIFKVcdPQGD9w,Wok Express,12209 Dorsett Rd,Maryland Heights,MO,63043,38.715213,-90.4436144,3.5,"Chinese, Restaurants"
HyZCLz5O3n24ne8gLgfvCQ,Stillwaters Tavern,224 Beach Dr NE,Saint Petersburg,FL,33701,27.7741594,-82.6327728,4.0,"Bars, American (New), Restaurants, Food, Nightlife, American (Traditional), Seafood"
eqqfXrtdXTdwxR0qt_nn-Q,City Line Pizza,2749 N 47th St,Philadelphia,PA,19131,40.0015642,-75.2231686,3.5,"Pizza, Restaurants"
d9gvn2Nu_0qFzQLhAP9XFQ,"Doormet Gourmet Cafe, Delivery & Catering",681 Central Ave,St. Petersburg,FL,33701,27.771472,-82.6431855,4.0,"Food, Food Delivery Services, Restaurants, Pizza, Delis, Italian"
IZIjOSlY1QqzGUfgrnB32w,Bill's Old London Pizza,328 Loney St,Philadelphia,PA,19111,40.0763366,-75.0859248,4.0,"Restaurants, Pizza, Convenience Stores, Food, Sandwiches, Salad"
IAgeKx3Z3_JqMjcAOCy2dQ,Churchville Inn,1500 Bustleton Pike,Churchville,PA,18966,40.1786532806,-75.011597048,3.0,"Music Venues, Barbeque, Nightlife, Bars, Restaurants, American (Traditional), Arts & Entertainment"
Aews7EoMh_crFva-uNbVYQ,Biggie's Restaurant,3332 Watson Rd,St. Louis,MO,63139,38.6016779961,-90.2991447063,4.0,"Bars, American (Traditional), Dive Bars, Nightlife, Event Planning & Services, Caterers, Restaurants"
IraOwoll2n6VPhVb4wgSNg,Calios,237 E Gay St,West Chester,PA,19380,39.9624158726,-75.6016770378,2.5,"Food, Specialty Food, Restaurants, Fast Food"
7_YYjlT-qRP8h1IkpPWObw,Kingside Diner,236 N Euclid Ave,St. Louis,MO,63108,38.6445355688,-90.2613642742,4.0,"Breakfast & Brunch, Restaurants, Diners"
rYJpJq1LIt-mIVpQ1WSjjA,The Bee Ice Cream Shop,2424 Nolensville Pike,Nashville,TN,37211,36.1192755801,-86.7488768541,5.0,"Food, Restaurants, Ice Cream & Frozen Yogurt, Mexican"
pnDavnO86ecVdnecksUW9w,Georgian Bread Cuisine,10865 Bustleton Ave,Philadelphia,PA,19116,40.1106186,-75.0239353,4.5,"Food, Delis, Coffee & Tea, Salad, Russian, Restaurants, Georgian"
okNkHNqzJYy3rIUtVNw8pw,Laredo Taco Co,1111 Broadway,Nashville,TN,37203,36.1563671314,-86.7865986946,2.5,"Mexican, Restaurants, Breakfast & Brunch"
lnk79VVLnZg5IgO3tOMoDA,Alto Rooftop Bar & Pool,600 Carondelet St,New Orleans,LA,70130,29.9483184333,-90.0719485804,3.5,"Food, Active Life, Swimming Pools, Restaurants, Italian, Nightlife, Seafood, Bars, Beer Bar"
1QCZS_3x7_JLekGJAqnhMQ,Gogi Korean Restaurant,4620 Veterans Blvd,Metairie,LA,70006,30.0047141436,-90.1867997,4.0,"Korean, Restaurants"
ZBzqid0R71sjjfNFSMaLDA,Route 130 Diner,5001 Rt 130,Delran,NJ,08075,40.01599,-74.95482,4.0,"Diners, Restaurants"
UGebrYgNZrMzbGbcI01JWA,Hiccups & Churroholic,13030 N Dale Mabry Hwy,Tampa,FL,33618,28.0645829885,-82.5057124,4.5,"Juice Bars & Smoothies, Restaurants, Chicken Wings, Food, Asian Fusion, Ice Cream & Frozen Yogurt, Desserts"
1TDkOZykS66a7pV6yeAAHQ,Nana's Kitchen & Catering,109 N Narberth Ave,Narberth,PA,19072,40.006222,-75.260094,4.0,"Cafeteria, Juice Bars & Smoothies, Vegetarian, Vegan, Mediterranean, Kosher, Restaurants, Bakeries, Ethnic Food, American (New), Event Planning & Services, Caterers, Specialty Food, Food Delivery Services, Food, Cafes, Breakfast & Brunch"
D_qCYxSUz6XJag_UzFe5wA,Hibachi Express Tarpon Springs,41260 US Hwy 19 N,Tarpon Springs,FL,34689,28.1479314,-82.7405743,4.5,"Sushi Bars, Restaurants, Japanese"
6XyIq0SJpt9uNwkgWlXfQg,Chiarello's Hamilton Food Market,1624 Hamilton Ave,Trenton,NJ,08629,40.2227834,-74.7220703,4.0,"Delis, Restaurants, Event Planning & Services, Sandwiches, Caterers"
3Z59UMun90xRiSU1XX8rhQ,Asian Taste Inn,2160 County Line Rd,Huntingdon Valley,PA,19006,40.170447,-75.073694,4.0,"Food, Restaurants, Asian Fusion"
OceTiPj8JCdaoBcRJvSfXw,The Gardens At Bear Canyon,8891 E Tanque Verde Rd,Tucson,AZ,85749,32.2599030802,-110.7992490691,4.0,"Bars, American (New), Nightlife, Restaurants"
N_6fTIcweG5Cq0UUw0_0GQ,Assumption Greek Orthodox Church Luncheons,1755 Des Peres Rd,Saint Louis,MO,63131,38.6106833,-90.4528339,4.5,"Churches, Religious Organizations, Greek, Mediterranean, Restaurants"
KKmXDeg58qYJUMMiNma2pA,Kruta Collinsville Bakery,300 Saint Louis Rd,Collinsville,IL,62234,38.6632604,-89.9977592,4.5,"Restaurants, Bakeries, Food"
u3aN2A8Lo9odMCYjaphjLA,A Mano,2244 Fairmount Ave,Philadelphia,PA,19130,39.967234393,-75.1753211612,4.5,"Restaurants, Italian"
tIYd4pzWFlQasuX_JmYKBQ,Cru Cellars @ Armature Works,1910 N Ola Ave,Tampa,FL,33602,27.9612825668,-82.4640253732,3.5,"Nightlife, Restaurants, Wine Bars, Bars, Steakhouses, American (New), Sandwiches, Food Stands"
9tS0_GDrcNveAbSCuDTFnA,Jane's Tea House,602 Station Ave,Haddon Heights,NJ,08035,39.8819668,-75.0587901,4.5,"Tea Rooms, Breakfast & Brunch, Restaurants, Food"
UhNeXD7-v7wDZOqxNLgLXA,Asia Garden,1972 Vandalia St,Collinsville,IL,62234,38.6961307,-89.967975,4.0,"Chinese, Japanese, Asian Fusion, Restaurants"
OobW2OCvMpA_Yi0TCqi-Sw,Gomez BBQ,2827 E 10th St,Indianapolis,IN,46201,39.7811714,-86.1156737,4.5,"Restaurants, Barbeque, Event Planning & Services, Caterers, Breakfast & Brunch"
TtUjKI-C8wFeoEwTApPi-g,Carniceria La Chiquita Meat Market & Deli,"4385 Neil Rd, Ste 102",Reno,NV,89502,39.4848512,-119.7806714,4.0,"Butcher, Mexican, Restaurants, Food"
SqbhR5jvXH_VGkatyLPxww,Riggtown Oven,551 S Matlack St,West Chester,PA,19382,39.9555321,-75.5960027,4.0,"Pizza, Event Planning & Services, Wraps, Cheesesteaks, Restaurants, Caterers, Sandwiches"
uvtDcAEXnTLE2SaTxqrKww,Gema Raspados & Delights,"2860 W Ina Rd, Ste 116",Tucson,AZ,85741,32.33901,-111.0292613,3.0,"Ice Cream & Frozen Yogurt, Food, Desserts, Restaurants, Mexican, Shaved Ice"
uxvrux9mSYaFkp0U9LFejw,Best of Philly Cheesesteak House,2321 Seven Springs Blvd,New Port Richey,FL,34655,28.1927764,-82.6996581,4.0,"Restaurants, Sandwiches"
ULd_1GLuli_b_xMaHkGA3g,Whitt's Barbecue-West Nashville,5211 Alabama Ave,Nashville,TN,32709,36.1526766,-86.8510203,4.0,"Barbeque, Restaurants"
rPFVu8iYLeyvy_qhY4U-Hw,Dish Cafe & Catering,855 Mill St,Reno,NV,89502,39.5258129,-119.7992921,4.5,"Event Planning & Services, Caterers, Restaurants, Delis, Sandwiches, Breakfast & Brunch"
CcKb0khFEMbVMSCjBYNMhA,Bucks County Seafood,164 N Main St,Dublin,PA,18917,40.3746516,-75.2082953,4.5,"American (Traditional), Restaurants, Seafood Markets, Specialty Food, Food"
MTTbnLFMfvMc5tzed4p4jg,Bar Marilou,544 Carondelet St,New Orleans,LA,70130,29.948985,-90.0721,4.0,"French, Cocktail Bars, Nightlife, Gelato, Wine Bars, Food, Lounges, Restaurants, Bars, American (Traditional)"
lmIGt2Y4xKYDxSqGMpu0EA,Pink Moose Ice Cream Cafe and Catering,147 Main St,Royersford,PA,19468,40.183441,-75.543513,4.5,"Juice Bars & Smoothies, Bakeries, Event Planning & Services, Restaurants, Ice Cream & Frozen Yogurt, Salad, Sandwiches, Caterers, Shaved Ice, Waffles, Food"
